epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,482.076,0.9268,0.61492,0.99302,0.58327,0.68868,0.5994,0.20587,2.5881,1.28023,2.26245,0.00129512,0.00129512,0.00129512
180,484.486,0.89518,0.60297,1.00088,0.7319,0.58491,0.64391,0.20924,2.52748,1.33049,2.23969,0.00129116,0.00129116,0.00129116
181,486.829,0.95888,0.61565,1.01805,0.7319,0.58491,0.64391,0.20924,2.52748,1.33049,2.23969,0.0012872,0.0012872,0.0012872
182,489.699,0.88338,0.58529,1.00235,0.65245,0.70841,0.6728,0.21206,2.54534,1.33804,2.23978,0.00128324,0.00128324,0.00128324
183,492.263,0.87031,0.58261,0.9702,0.73919,0.61497,0.65342,0.20782,2.57166,1.30961,2.25438,0.00127928,0.00127928,0.00127928
184,494.721,0.93284,0.61727,1.02042,0.73072,0.72642,0.66437,0.196,2.54799,1.28855,2.23754,0.00127532,0.00127532,0.00127532
185,496.995,0.95599,0.63289,1.00212,0.73072,0.72642,0.66437,0.196,2.54799,1.28855,2.23754,0.00127136,0.00127136,0.00127136
186,499.393,0.86155,0.58615,0.99863,0.72923,0.66058,0.63144,0.19049,2.56278,1.29037,2.25453,0.0012674,0.0012674,0.0012674
187,501.776,0.90423,0.59305,0.9868,0.68388,0.68868,0.61591,0.18962,2.5924,1.30923,2.27733,0.00126344,0.00126344,0.00126344
188,504.28,0.96553,0.6196,0.9857,0.66291,0.68868,0.60069,0.18767,2.58369,1.34,2.3098,0.00125948,0.00125948,0.00125948
189,506.598,0.95062,0.61393,0.99549,0.66291,0.68868,0.60069,0.18767,2.58369,1.34,2.3098,0.00125552,0.00125552,0.00125552
190,509.291,0.90273,0.58961,1.00103,0.62676,0.71292,0.60675,0.17476,2.57644,1.36339,2.32883,0.00125156,0.00125156,0.00125156
191,512.65,0.91565,0.61016,0.98537,0.63383,0.70222,0.6192,0.18745,2.51883,1.35991,2.27841,0.0012476,0.0012476,0.0012476
192,515.667,0.94555,0.61138,1.0095,0.64662,0.62264,0.62841,0.19624,2.551,1.3279,2.32437,0.00124364,0.00124364,0.00124364
193,518.307,0.87741,0.58358,0.98066,0.64662,0.62264,0.62841,0.19624,2.551,1.3279,2.32437,0.00123968,0.00123968,0.00123968
194,520.677,0.91373,0.60395,0.99007,0.6565,0.61303,0.63274,0.19032,2.57596,1.39773,2.32927,0.00123572,0.00123572,0.00123572
195,523.092,0.87313,0.58471,0.98351,0.72906,0.60377,0.6447,0.1961,2.55249,1.38824,2.27877,0.00123176,0.00123176,0.00123176
196,525.41,0.83293,0.56709,0.97909,0.69877,0.61277,0.62719,0.20292,2.52402,1.48681,2.21382,0.0012278,0.0012278,0.0012278
197,527.612,0.83601,0.57262,0.9697,0.69877,0.61277,0.62719,0.20292,2.52402,1.48681,2.21382,0.00122384,0.00122384,0.00122384
198,529.95,0.85277,0.58646,0.97491,0.66638,0.60299,0.58755,0.19211,2.50913,1.54814,2.22307,0.00121988,0.00121988,0.00121988
199,532.318,0.8791,0.59444,1.00254,0.68848,0.68803,0.66614,0.19909,2.49805,1.45229,2.22684,0.00121592,0.00121592,0.00121592
200,534.73,0.86967,0.57335,0.97605,0.68761,0.73585,0.66086,0.20035,2.54791,1.35929,2.3029,0.00121196,0.00121196,0.00121196
201,537.094,0.84071,0.55967,0.95927,0.68761,0.73585,0.66086,0.20035,2.54791,1.35929,2.3029,0.001208,0.001208,0.001208
202,539.52,0.87361,0.57604,0.97006,0.67765,0.71698,0.6668,0.18603,2.60772,1.35322,2.39501,0.00120404,0.00120404,0.00120404
203,542.748,0.88606,0.57628,0.97724,0.67235,0.65094,0.60573,0.18602,2.59894,1.36591,2.41899,0.00120008,0.00120008,0.00120008
204,546.024,0.85748,0.57266,0.97867,0.64704,0.67449,0.60199,0.19891,2.55685,1.35263,2.39714,0.00119612,0.00119612,0.00119612
205,549.027,0.84431,0.57632,0.96627,0.64704,0.67449,0.60199,0.19891,2.55685,1.35263,2.39714,0.00119216,0.00119216,0.00119216
206,551.613,0.86727,0.56561,0.96275,0.68653,0.66981,0.6263,0.20289,2.52698,1.31326,2.34594,0.0011882,0.0011882,0.0011882
207,554.023,0.85011,0.58939,0.98437,0.69892,0.70082,0.64839,0.20867,2.50909,1.26153,2.30713,0.00118424,0.00118424,0.00118424
208,556.463,0.78261,0.53017,0.95271,0.69402,0.70616,0.65637,0.21488,2.50931,1.27689,2.27643,0.00118028,0.00118028,0.00118028
209,558.689,0.84069,0.54236,0.96565,0.69402,0.70616,0.65637,0.21488,2.50931,1.27689,2.27643,0.00117632,0.00117632,0.00117632
210,560.944,0.81721,0.54211,0.96191,0.75388,0.64151,0.66187,0.20766,2.54073,1.27656,2.27474,0.00117236,0.00117236,0.00117236
211,563.351,0.81187,0.55458,0.97499,0.69872,0.67925,0.63405,0.20211,2.55799,1.2974,2.28173,0.0011684,0.0011684,0.0011684
212,565.942,0.81454,0.56603,0.97921,0.69519,0.68851,0.63325,0.19919,2.54828,1.31777,2.2881,0.00116444,0.00116444,0.00116444
213,568.275,0.81546,0.56109,0.97921,0.69519,0.68851,0.63325,0.19919,2.54828,1.31777,2.2881,0.00116048,0.00116048,0.00116048
214,570.689,0.82304,0.56983,0.95265,0.69189,0.72642,0.66602,0.21392,2.54988,1.28136,2.33538,0.00115652,0.00115652,0.00115652
215,573.079,0.79474,0.5622,0.9757,0.72841,0.69811,0.66453,0.2205,2.55577,1.29705,2.37965,0.00115256,0.00115256,0.00115256
216,575.473,0.78017,0.52845,0.95591,0.66806,0.66038,0.63148,0.21574,2.52353,1.31128,2.34497,0.0011486,0.0011486,0.0011486
217,577.659,0.81716,0.56115,0.97344,0.66806,0.66038,0.63148,0.21574,2.52353,1.31128,2.34497,0.00114464,0.00114464,0.00114464
218,580.005,0.78383,0.53542,0.9553,0.65152,0.68868,0.63688,0.21119,2.51492,1.37547,2.31012,0.00114068,0.00114068,0.00114068
219,582.445,0.78337,0.53387,0.95025,0.68457,0.65094,0.61723,0.20788,2.54845,1.40341,2.30847,0.00113672,0.00113672,0.00113672
220,584.914,0.75695,0.53812,0.95339,0.63054,0.67624,0.59852,0.20355,2.53012,1.38105,2.26886,0.00113276,0.00113276,0.00113276
221,587.224,0.77868,0.52601,0.94378,0.63054,0.67624,0.59852,0.20355,2.53012,1.38105,2.26886,0.0011288,0.0011288,0.0011288
222,589.625,0.81682,0.54258,0.95802,0.69736,0.60377,0.61731,0.20811,2.50775,1.39181,2.24251,0.00112484,0.00112484,0.00112484
223,592.009,0.79812,0.53956,0.94774,0.65757,0.64151,0.6311,0.20901,2.52329,1.37645,2.25152,0.00112088,0.00112088,0.00112088
224,594.459,0.73763,0.51271,0.93853,0.64111,0.70755,0.64652,0.20607,2.51099,1.35996,2.26676,0.00111692,0.00111692,0.00111692
225,596.808,0.83492,0.56212,0.9546,0.64111,0.70755,0.64652,0.20607,2.51099,1.35996,2.26676,0.00111296,0.00111296,0.00111296
226,599.331,0.83276,0.54984,0.95162,0.63221,0.68868,0.64899,0.19982,2.53459,1.38517,2.31238,0.001109,0.001109,0.001109
227,601.751,0.86652,0.5638,0.97938,0.64844,0.69603,0.61587,0.18917,2.50543,1.44817,2.2801,0.00110504,0.00110504,0.00110504
228,604.127,0.80965,0.53726,0.95207,0.61958,0.69811,0.62268,0.18507,2.54067,1.41881,2.35201,0.00110108,0.00110108,0.00110108
229,606.469,0.89036,0.53335,0.95329,0.61958,0.69811,0.62268,0.18507,2.54067,1.41881,2.35201,0.00109712,0.00109712,0.00109712
230,609.254,0.92254,0.5942,0.99495,0.60985,0.70755,0.61076,0.17069,2.57585,1.45355,2.40414,0.00109316,0.00109316,0.00109316
231,611.764,0.83823,0.54416,0.97056,0.58115,0.68868,0.57381,0.15971,2.63143,1.43467,2.50263,0.0010892,0.0010892,0.0010892
232,614.196,0.88646,0.56366,0.98185,0.60739,0.67925,0.61013,0.17018,2.61001,1.45677,2.43762,0.00108524,0.00108524,0.00108524
233,616.432,0.82593,0.55262,0.97828,0.60739,0.67925,0.61013,0.17018,2.61001,1.45677,2.43762,0.00108128,0.00108128,0.00108128
234,618.858,0.81322,0.53843,0.95691,0.64287,0.62264,0.61213,0.16919,2.59628,1.53091,2.42994,0.00107732,0.00107732,0.00107732
235,621.226,0.88679,0.56604,0.97437,0.6872,0.66038,0.6478,0.18337,2.56483,1.49177,2.41865,0.00107336,0.00107336,0.00107336
236,623.444,0.82506,0.55404,0.9621,0.67236,0.60019,0.61734,0.19544,2.56654,1.42151,2.42835,0.0010694,0.0010694,0.0010694
237,625.705,0.80469,0.5552,0.95665,0.67236,0.60019,0.61734,0.19544,2.56654,1.42151,2.42835,0.00106544,0.00106544,0.00106544
238,628.093,0.80473,0.53047,0.96549,0.65809,0.63208,0.6405,0.19941,2.54958,1.34134,2.43776,0.00106148,0.00106148,0.00106148
239,630.954,0.81995,0.55779,0.96298,0.66949,0.69811,0.65655,0.20555,2.54566,1.33886,2.3821,0.00105752,0.00105752,0.00105752
240,634.242,0.76802,0.51968,0.95161,0.75129,0.60377,0.64743,0.219,2.50679,1.40083,2.36422,0.00105356,0.00105356,0.00105356
241,637.023,0.78546,0.52736,0.95528,0.75129,0.60377,0.64743,0.219,2.50679,1.40083,2.36422,0.0010496,0.0010496,0.0010496
242,639.793,0.81233,0.53893,0.95687,0.67075,0.61502,0.63207,0.21296,2.47658,1.44723,2.36134,0.00104564,0.00104564,0.00104564
243,642.166,0.81912,0.52951,0.96713,0.69468,0.59434,0.63936,0.20941,2.47686,1.39576,2.36381,0.00104168,0.00104168,0.00104168
244,644.475,0.84934,0.53162,0.96278,0.62338,0.62462,0.58839,0.19788,2.52009,1.39579,2.40186,0.00103772,0.00103772,0.00103772
245,646.785,0.75282,0.50662,0.95189,0.62338,0.62462,0.58839,0.19788,2.52009,1.39579,2.40186,0.00103376,0.00103376,0.00103376
246,649.173,0.75506,0.50594,0.94693,0.66177,0.60915,0.56491,0.18791,2.56335,1.45737,2.41321,0.0010298,0.0010298,0.0010298
247,651.664,0.82302,0.56715,0.98645,0.70446,0.56604,0.56714,0.1897,2.54762,1.4646,2.33791,0.00102584,0.00102584,0.00102584
248,654.402,0.75374,0.5042,0.92685,0.67515,0.63208,0.59518,0.19144,2.56153,1.44225,2.32977,0.00102188,0.00102188,0.00102188
249,656.899,0.77312,0.51456,0.95365,0.67515,0.63208,0.59518,0.19144,2.56153,1.44225,2.32977,0.00101792,0.00101792,0.00101792
250,659.4,0.77094,0.51431,0.9323,0.68388,0.62264,0.61102,0.19222,2.55506,1.43556,2.3337,0.00101396,0.00101396,0.00101396
251,662.299,0.77667,0.51682,0.92331,0.67669,0.67135,0.61421,0.1991,2.55869,1.38916,2.36467,0.00101,0.00101,0.00101
252,665.816,0.82082,0.51035,0.96725,0.64949,0.64151,0.57577,0.19294,2.60004,1.37197,2.43017,0.00100604,0.00100604,0.00100604
253,668.832,0.80881,0.53698,0.96713,0.64949,0.64151,0.57577,0.19294,2.60004,1.37197,2.43017,0.00100208,0.00100208,0.00100208
254,671.696,0.81252,0.525,0.93405,0.65411,0.66981,0.61782,0.19701,2.61245,1.36262,2.41413,0.00099812,0.00099812,0.00099812
255,674.101,0.83142,0.54937,0.95162,0.70085,0.63208,0.62489,0.19121,2.60687,1.34728,2.42102,0.00099416,0.00099416,0.00099416
256,676.521,0.78397,0.53351,0.98479,0.68968,0.62901,0.61547,0.19858,2.57123,1.30058,2.39053,0.0009902,0.0009902,0.0009902
257,678.711,0.73552,0.49885,0.94716,0.68968,0.62901,0.61547,0.19858,2.57123,1.30058,2.39053,0.00098624,0.00098624,0.00098624
258,681.208,0.76946,0.51172,0.94427,0.70131,0.62264,0.62577,0.20041,2.60836,1.33386,2.40734,0.00098228,0.00098228,0.00098228
259,683.564,0.7468,0.50236,0.93992,0.66523,0.60377,0.59906,0.19481,2.59542,1.36008,2.42054,0.00097832,0.00097832,0.00097832
260,686.064,0.72417,0.494,0.93285,0.68694,0.62104,0.63532,0.2072,2.54397,1.37789,2.36414,0.00097436,0.00097436,0.00097436
261,688.241,0.71242,0.50042,0.95336,0.68694,0.62104,0.63532,0.2072,2.54397,1.37789,2.36414,0.0009704,0.0009704,0.0009704
262,690.631,0.77836,0.51392,0.94166,0.6883,0.61321,0.61835,0.19887,2.55718,1.39088,2.34761,0.00096644,0.00096644,0.00096644
263,692.975,0.77843,0.49266,0.93866,0.71303,0.63208,0.63314,0.20178,2.58469,1.43779,2.33408,0.00096248,0.00096248,0.00096248
264,695.273,0.77905,0.51148,0.93288,0.72813,0.63168,0.61547,0.18949,2.602,1.47283,2.32008,0.00095852,0.00095852,0.00095852
265,697.472,0.74451,0.50806,0.95342,0.72813,0.63168,0.61547,0.18949,2.602,1.47283,2.32008,0.00095456,0.00095456,0.00095456
266,699.786,0.78021,0.52412,0.9378,0.71058,0.63208,0.6067,0.18946,2.58634,1.4886,2.32373,0.0009506,0.0009506,0.0009506
267,702.092,0.81337,0.52135,0.93894,0.66936,0.61117,0.58556,0.19979,2.53801,1.46491,2.30046,0.00094664,0.00094664,0.00094664
268,704.402,0.73392,0.49052,0.91424,0.70868,0.60377,0.61417,0.20776,2.4806,1.43017,2.26061,0.00094268,0.00094268,0.00094268
269,706.669,0.68832,0.46494,0.91739,0.70868,0.60377,0.61417,0.20776,2.4806,1.43017,2.26061,0.00093872,0.00093872,0.00093872
270,709.003,0.73494,0.50176,0.95267,0.71156,0.66038,0.63203,0.21216,2.45551,1.43317,2.24942,0.00093476,0.00093476,0.00093476
271,711.34,0.72018,0.49467,0.92866,0.68549,0.67855,0.63277,0.20901,2.47554,1.41966,2.24636,0.0009308,0.0009308,0.0009308
272,713.827,0.7154,0.50383,0.9451,0.67574,0.68868,0.63496,0.20533,2.50984,1.4198,2.27101,0.00092684,0.00092684,0.00092684
273,716.005,0.68789,0.46689,0.92178,0.67574,0.68868,0.63496,0.20533,2.50984,1.4198,2.27101,0.00092288,0.00092288,0.00092288
274,718.488,0.70614,0.48975,0.92106,0.67625,0.66999,0.6283,0.19617,2.52869,1.39532,2.28049,0.00091892,0.00091892,0.00091892
275,721.183,0.72683,0.4976,0.92087,0.73569,0.63208,0.62828,0.20109,2.52556,1.36717,2.28294,0.00091496,0.00091496,0.00091496
276,724.768,0.70702,0.48272,0.9199,0.75482,0.60995,0.63167,0.21421,2.47285,1.36972,2.25782,0.000911,0.000911,0.000911
277,727.971,0.69214,0.46827,0.9137,0.75482,0.60995,0.63167,0.21421,2.47285,1.36972,2.25782,0.00090704,0.00090704,0.00090704
278,731.045,0.69382,0.47143,0.91328,0.73994,0.60377,0.64155,0.22057,2.4957,1.37538,2.27991,0.00090308,0.00090308,0.00090308
279,733.43,0.72316,0.48995,0.9349,0.73208,0.59434,0.63381,0.20922,2.48741,1.39609,2.26273,0.00089912,0.00089912,0.00089912
280,735.858,0.68817,0.45995,0.90759,0.73673,0.60722,0.67308,0.20545,2.49514,1.39853,2.25308,0.00089516,0.00089516,0.00089516
281,738.272,0.69138,0.46316,0.94263,0.73673,0.60722,0.67308,0.20545,2.49514,1.39853,2.25308,0.0008912,0.0008912,0.0008912
282,740.738,0.66668,0.45655,0.9362,0.64114,0.69106,0.65671,0.20735,2.50089,1.39053,2.28206,0.00088724,0.00088724,0.00088724
283,743.183,0.70097,0.46462,0.91753,0.75013,0.5566,0.59737,0.20321,2.48739,1.37805,2.27286,0.00088328,0.00088328,0.00088328
284,745.518,0.69329,0.48535,0.9323,0.61816,0.68729,0.60907,0.20403,2.47731,1.42944,2.26169,0.00087932,0.00087932,0.00087932
285,747.743,0.7152,0.48278,0.92415,0.61816,0.68729,0.60907,0.20403,2.47731,1.42944,2.26169,0.00087536,0.00087536,0.00087536
286,750.126,0.75696,0.4984,0.94897,0.6261,0.68868,0.61739,0.1999,2.49911,1.43808,2.27866,0.0008714,0.0008714,0.0008714
287,752.567,0.70767,0.49471,0.94323,0.65053,0.66981,0.61376,0.20223,2.47609,1.41384,2.2451,0.00086744,0.00086744,0.00086744
288,754.967,0.70644,0.48409,0.93102,0.64961,0.68213,0.61665,0.19625,2.53609,1.44155,2.27739,0.00086348,0.00086348,0.00086348
289,757.321,0.67372,0.45741,0.91389,0.64961,0.68213,0.61665,0.19625,2.53609,1.44155,2.27739,0.00085952,0.00085952,0.00085952
290,759.619,0.7423,0.48517,0.92932,0.6954,0.66768,0.62973,0.2046,2.52096,1.37622,2.24914,0.00085556,0.00085556,0.00085556
291,762.013,0.75274,0.49275,0.93632,0.72093,0.65805,0.65058,0.22133,2.5048,1.30015,2.25989,0.0008516,0.0008516,0.0008516
292,764.411,0.71703,0.48267,0.92033,0.69509,0.67925,0.65664,0.22026,2.50007,1.33098,2.27414,0.00084764,0.00084764,0.00084764
293,766.804,0.76059,0.48865,0.92993,0.69509,0.67925,0.65664,0.22026,2.50007,1.33098,2.27414,0.00084368,0.00084368,0.00084368
294,769.228,0.72967,0.49651,0.92375,0.67464,0.6651,0.64297,0.22226,2.42528,1.34496,2.20784,0.00083972,0.00083972,0.00083972
295,771.858,0.73199,0.4807,0.91583,0.72461,0.63208,0.64214,0.22088,2.42242,1.36307,2.24587,0.00083576,0.00083576,0.00083576
296,774.276,0.70879,0.46805,0.92387,0.67862,0.66038,0.64023,0.21881,2.44762,1.36742,2.2815,0.0008318,0.0008318,0.0008318
297,776.542,0.68396,0.48361,0.92345,0.67862,0.66038,0.64023,0.21881,2.44762,1.36742,2.2815,0.00082784,0.00082784,0.00082784
298,778.959,0.72237,0.48654,0.92745,0.66794,0.66981,0.63729,0.2049,2.50479,1.38349,2.36947,0.00082388,0.00082388,0.00082388
299,781.53,0.73252,0.48309,0.94424,0.70069,0.66038,0.63183,0.19759,2.55511,1.37287,2.40215,0.00081992,0.00081992,0.00081992
300,784.98,0.67322,0.46932,0.92392,0.69719,0.67337,0.64912,0.20356,2.5086,1.33207,2.34122,0.00081596,0.00081596,0.00081596
301,787.959,0.68795,0.47466,0.92823,0.69719,0.67337,0.64912,0.20356,2.5086,1.33207,2.34122,0.000812,0.000812,0.000812
302,791.196,0.72155,0.4822,0.93272,0.68791,0.68868,0.65489,0.21264,2.47456,1.33634,2.28975,0.00080804,0.00080804,0.00080804
303,793.872,0.69582,0.46855,0.92212,0.71933,0.64151,0.64805,0.21126,2.47766,1.33848,2.26211,0.00080408,0.00080408,0.00080408
304,796.248,0.69179,0.45672,0.92527,0.65724,0.7236,0.65144,0.21671,2.48059,1.31244,2.25259,0.00080012,0.00080012,0.00080012
305,798.498,0.69237,0.46899,0.91273,0.65724,0.7236,0.65144,0.21671,2.48059,1.31244,2.25259,0.00079616,0.00079616,0.00079616
306,800.777,0.68423,0.46668,0.92067,0.69386,0.7056,0.66764,0.21817,2.5103,1.3566,2.26093,0.0007922,0.0007922,0.0007922
307,803.128,0.68238,0.46782,0.91746,0.69031,0.67293,0.6684,0.21904,2.52365,1.38056,2.28438,0.00078824,0.00078824,0.00078824
308,806.253,0.67126,0.45503,0.9009,0.67077,0.68868,0.66556,0.2176,2.51891,1.36945,2.30256,0.00078428,0.00078428,0.00078428
309,808.973,0.68603,0.46494,0.89608,0.67077,0.68868,0.66556,0.2176,2.51891,1.36945,2.30256,0.00078032,0.00078032,0.00078032
310,811.778,0.69291,0.46814,0.91288,0.69818,0.66038,0.66969,0.21792,2.48318,1.37065,2.29266,0.00077636,0.00077636,0.00077636
311,814.758,0.69336,0.46478,0.92507,0.69552,0.69811,0.66983,0.21489,2.45073,1.34672,2.27781,0.0007724,0.0007724,0.0007724
312,817.525,0.65087,0.44671,0.90645,0.7,0.67925,0.66578,0.22444,2.42209,1.34334,2.24997,0.00076844,0.00076844,0.00076844
313,820.268,0.65489,0.46553,0.91449,0.7,0.67925,0.66578,0.22444,2.42209,1.34334,2.24997,0.00076448,0.00076448,0.00076448
314,823.748,0.65267,0.45906,0.91333,0.69084,0.72642,0.67299,0.22969,2.43375,1.30657,2.25729,0.00076052,0.00076052,0.00076052
315,827.298,0.70388,0.46726,0.9149,0.65377,0.72642,0.67729,0.23015,2.45764,1.32351,2.27487,0.00075656,0.00075656,0.00075656
316,830.368,0.67673,0.472,0.91233,0.6546,0.73585,0.65855,0.22703,2.48653,1.3238,2.29288,0.0007526,0.0007526,0.0007526
317,832.856,0.69988,0.46538,0.91278,0.6546,0.73585,0.65855,0.22703,2.48653,1.3238,2.29288,0.00074864,0.00074864,0.00074864
318,835.524,0.67288,0.4562,0.90087,0.68792,0.71698,0.68008,0.22969,2.49047,1.33001,2.3048,0.00074468,0.00074468,0.00074468
319,838.335,0.71178,0.46905,0.93968,0.7146,0.69811,0.66923,0.23082,2.4715,1.33757,2.28934,0.00074072,0.00074072,0.00074072
320,841.05,0.65096,0.45027,0.91575,0.69516,0.70994,0.64855,0.20936,2.49047,1.30001,2.32541,0.00073676,0.00073676,0.00073676
321,843.608,0.6566,0.4547,0.92735,0.69516,0.70994,0.64855,0.20936,2.49047,1.30001,2.32541,0.0007328,0.0007328,0.0007328
322,846.308,0.69928,0.45974,0.91935,0.66992,0.70844,0.62728,0.2025,2.46957,1.34522,2.31222,0.00072884,0.00072884,0.00072884
323,849.17,0.70089,0.46373,0.90296,0.71971,0.67827,0.62404,0.20906,2.44372,1.44571,2.28714,0.00072488,0.00072488,0.00072488
324,851.793,0.67744,0.4614,0.91449,0.66707,0.67925,0.60944,0.20841,2.42894,1.44382,2.27722,0.00072092,0.00072092,0.00072092
325,854.116,0.64901,0.43357,0.89407,0.66707,0.67925,0.60944,0.20841,2.42894,1.44382,2.27722,0.00071696,0.00071696,0.00071696
326,856.51,0.62967,0.43904,0.89665,0.69864,0.67925,0.60861,0.20792,2.44499,1.45558,2.30298,0.000713,0.000713,0.000713
327,859.097,0.68115,0.45332,0.90492,0.71414,0.65991,0.60578,0.21117,2.42895,1.52575,2.28752,0.00070904,0.00070904,0.00070904
328,861.745,0.618,0.42336,0.9026,0.68367,0.65094,0.61894,0.21028,2.41353,1.57056,2.26168,0.00070508,0.00070508,0.00070508
329,864.312,0.64821,0.44204,0.89806,0.68367,0.65094,0.61894,0.21028,2.41353,1.57056,2.26168,0.00070112,0.00070112,0.00070112
330,869.491,0.63806,0.44021,0.90144,0.70714,0.67925,0.64646,0.22267,2.4212,1.51572,2.24695,0.00069716,0.00069716,0.00069716
331,873.276,0.66118,0.4522,0.91403,0.66631,0.67925,0.63078,0.21643,2.45856,1.46231,2.28202,0.0006932,0.0006932,0.0006932
332,875.938,0.64008,0.43221,0.90936,0.64131,0.68868,0.62101,0.20744,2.48274,1.41847,2.32893,0.00068924,0.00068924,0.00068924
333,878.29,0.64974,0.43706,0.91631,0.64131,0.68868,0.62101,0.20744,2.48274,1.41847,2.32893,0.00068528,0.00068528,0.00068528
334,880.897,0.63374,0.42894,0.88512,0.68376,0.72642,0.68474,0.21941,2.49017,1.40718,2.34792,0.00068132,0.00068132,0.00068132
335,883.22,0.626,0.42302,0.90197,0.74275,0.63208,0.66399,0.21544,2.48088,1.43895,2.35526,0.00067736,0.00067736,0.00067736
336,885.704,0.65312,0.4539,0.91108,0.7069,0.63208,0.63717,0.21337,2.45209,1.47574,2.3332,0.0006734,0.0006734,0.0006734
337,888.003,0.68498,0.45208,0.90587,0.7069,0.63208,0.63717,0.21337,2.45209,1.47574,2.3332,0.00066944,0.00066944,0.00066944
338,890.434,0.64822,0.45102,0.90664,0.70253,0.63208,0.63997,0.21335,2.46642,1.43671,2.34199,0.00066548,0.00066548,0.00066548
339,892.818,0.68138,0.45804,0.9035,0.67046,0.65094,0.63925,0.22505,2.46937,1.38529,2.3345,0.00066152,0.00066152,0.00066152
340,895.113,0.65951,0.45489,0.91075,0.70287,0.66038,0.65496,0.22466,2.46933,1.33523,2.30078,0.00065756,0.00065756,0.00065756
341,897.418,0.61316,0.43727,0.89672,0.70287,0.66038,0.65496,0.22466,2.46933,1.33523,2.30078,0.0006536,0.0006536,0.0006536
342,899.872,0.62674,0.43357,0.89725,0.66781,0.68868,0.66691,0.22174,2.43698,1.35443,2.2677,0.00064964,0.00064964,0.00064964
343,902.744,0.66447,0.44136,0.90721,0.68813,0.66613,0.67377,0.22424,2.45046,1.33091,2.28611,0.00064568,0.00064568,0.00064568
344,906.119,0.64731,0.44098,0.92574,0.65992,0.71698,0.65497,0.22733,2.46516,1.31036,2.28688,0.00064172,0.00064172,0.00064172
345,909.09,0.64188,0.43983,0.89185,0.65992,0.71698,0.65497,0.22733,2.46516,1.31036,2.28688,0.00063776,0.00063776,0.00063776
346,911.721,0.65068,0.44502,0.90714,0.66097,0.66038,0.64387,0.23046,2.46481,1.3221,2.27738,0.0006338,0.0006338,0.0006338
347,914.115,0.63874,0.43451,0.90598,0.68206,0.62264,0.64641,0.21588,2.50303,1.38576,2.31587,0.00062984,0.00062984,0.00062984
348,916.474,0.64022,0.43578,0.88217,0.65073,0.63275,0.65438,0.20852,2.50895,1.45557,2.31196,0.00062588,0.00062588,0.00062588
349,918.709,0.6195,0.41904,0.90342,0.65073,0.63275,0.65438,0.20852,2.50895,1.45557,2.31196,0.00062192,0.00062192,0.00062192
350,921.034,0.64421,0.45101,0.91054,0.62389,0.67925,0.65776,0.20516,2.51088,1.44599,2.30977,0.00061796,0.00061796,0.00061796
351,923.47,0.63345,0.43565,0.90565,0.68646,0.61966,0.64254,0.21394,2.51268,1.41287,2.31382,0.000614,0.000614,0.000614
352,925.845,0.59316,0.40872,0.90345,0.6941,0.64219,0.65586,0.21209,2.50552,1.38578,2.30942,0.00061004,0.00061004,0.00061004
353,928.371,0.63626,0.4315,0.90034,0.6941,0.64219,0.65586,0.21209,2.50552,1.38578,2.30942,0.00060608,0.00060608,0.00060608
354,930.952,0.60564,0.4295,0.89191,0.70562,0.67925,0.66963,0.21726,2.48633,1.35345,2.28099,0.00060212,0.00060212,0.00060212
355,933.298,0.61665,0.42742,0.89857,0.66541,0.71298,0.68424,0.22475,2.47333,1.31651,2.24013,0.00059816,0.00059816,0.00059816
356,935.704,0.6134,0.42607,0.90083,0.68361,0.70755,0.66709,0.23253,2.4678,1.33067,2.24597,0.0005942,0.0005942,0.0005942
357,937.988,0.60977,0.44123,0.90016,0.68361,0.70755,0.66709,0.23253,2.4678,1.33067,2.24597,0.00059024,0.00059024,0.00059024
358,940.442,0.59771,0.41723,0.88713,0.66702,0.67925,0.65135,0.22706,2.47371,1.32752,2.26716,0.00058628,0.00058628,0.00058628
359,942.871,0.62462,0.41762,0.9014,0.68184,0.64698,0.6472,0.22709,2.48513,1.33444,2.29134,0.00058232,0.00058232,0.00058232
360,945.257,0.58159,0.4073,0.88186,0.67452,0.65094,0.63253,0.21673,2.48552,1.38371,2.31693,0.00057836,0.00057836,0.00057836
361,947.578,0.59661,0.41075,0.8916,0.67452,0.65094,0.63253,0.21673,2.48552,1.38371,2.31693,0.0005744,0.0005744,0.0005744
362,949.949,0.61695,0.41477,0.89926,0.67706,0.66981,0.64306,0.20793,2.49107,1.38714,2.32165,0.00057044,0.00057044,0.00057044
363,952.611,0.59066,0.41502,0.90301,0.63897,0.66787,0.6207,0.20353,2.51308,1.36381,2.33846,0.00056648,0.00056648,0.00056648
364,955.058,0.59157,0.4218,0.89039,0.61864,0.70398,0.62338,0.20114,2.55813,1.30209,2.40327,0.00056252,0.00056252,0.00056252
365,957.488,0.56305,0.40105,0.88342,0.61864,0.70398,0.62338,0.20114,2.55813,1.30209,2.40327,0.00055856,0.00055856,0.00055856
366,959.929,0.61471,0.42694,0.88173,0.60544,0.70755,0.64052,0.20512,2.58434,1.28006,2.44588,0.0005546,0.0005546,0.0005546
