epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
398,794.24,0.40336,0.43172,0.32895,0.79476,0.94739,0.97826,0.97888,0.70467,0.92633,0.95652,0.95907,0.69748,0.98123,1.20517,0.52443,1.04564,0.00042788,0.00042788,0.00042788
399,796.196,0.38339,0.42654,0.32472,0.79237,0.9448,0.97826,0.97946,0.71325,0.92381,0.95652,0.95953,0.70133,0.9873,1.23006,0.50577,1.04286,0.00042392,0.00042392,0.00042392
400,798.307,0.38922,0.47402,0.32637,0.7917,0.95505,0.97826,0.97946,0.70312,0.93382,0.95652,0.95841,0.69964,0.99491,1.27265,0.52078,1.03947,0.00041996,0.00041996,0.00041996
401,800.219,0.4009,0.45736,0.33438,0.78984,0.95505,0.97826,0.97946,0.70312,0.93382,0.95652,0.95841,0.69964,0.99491,1.27265,0.52078,1.03947,0.000416,0.000416,0.000416
402,802.147,0.35703,0.39239,0.30582,0.80264,0.95523,0.97826,0.97821,0.6977,0.93396,0.95652,0.95463,0.69232,1.00776,1.31796,0.52069,1.0431,0.00041204,0.00041204,0.00041204
403,804.096,0.38065,0.43929,0.32858,0.79309,0.95528,0.97826,0.97775,0.70393,0.93405,0.95652,0.9525,0.67141,0.99675,1.31621,0.51134,1.04138,0.00040808,0.00040808,0.00040808
404,806.049,0.39595,0.44204,0.3281,0.79401,0.95521,0.97826,0.97858,0.71623,0.93393,0.95652,0.95356,0.68057,0.98128,1.27356,0.50064,1.03547,0.00040412,0.00040412,0.00040412
405,807.959,0.369,0.40132,0.31832,0.79604,0.95521,0.97826,0.97858,0.71623,0.93393,0.95652,0.95356,0.68057,0.98128,1.27356,0.50064,1.03547,0.00040016,0.00040016,0.00040016
406,809.953,0.38097,0.41027,0.32415,0.78298,0.95611,0.97826,0.97932,0.72656,0.93487,0.95652,0.95465,0.70825,0.96144,1.22259,0.48894,1.02962,0.0003962,0.0003962,0.0003962
407,812.073,0.35053,0.40117,0.31293,0.78332,0.95618,0.97826,0.98015,0.72152,0.9349,0.95652,0.95541,0.72214,0.9438,1.15649,0.4827,1.01799,0.00039224,0.00039224,0.00039224
408,814.108,0.38619,0.42717,0.3283,0.80491,0.95621,0.97826,0.98086,0.73331,0.93493,0.95652,0.95753,0.73814,0.9196,1.11299,0.4815,1.00603,0.00038828,0.00038828,0.00038828
409,816.046,0.37657,0.39582,0.31676,0.79154,0.95621,0.97826,0.98086,0.73331,0.93493,0.95652,0.95753,0.73814,0.9196,1.11299,0.4815,1.00603,0.00038432,0.00038432,0.00038432
410,817.998,0.35408,0.41964,0.31927,0.79862,0.95618,0.97826,0.98257,0.73864,0.93493,0.95652,0.9615,0.72229,0.9009,1.09965,0.48312,0.99064,0.00038036,0.00038036,0.00038036
411,819.916,0.33598,0.39865,0.31188,0.78593,0.95622,0.97826,0.98286,0.7386,0.93497,0.95652,0.96167,0.71189,0.91877,1.0923,0.48987,0.99219,0.0003764,0.0003764,0.0003764
412,821.842,0.3546,0.38512,0.31521,0.79037,0.95622,0.97826,0.98302,0.74269,0.93497,0.95652,0.96027,0.72471,0.93205,1.08075,0.48301,0.9963,0.00037244,0.00037244,0.00037244
413,823.794,0.39605,0.4529,0.32776,0.79567,0.95622,0.97826,0.98302,0.74269,0.93497,0.95652,0.96027,0.72471,0.93205,1.08075,0.48301,0.9963,0.00036848,0.00036848,0.00036848
414,825.904,0.37548,0.43126,0.31439,0.79668,0.95622,0.97826,0.9824,0.74017,0.93497,0.95652,0.95747,0.72948,0.93652,1.08697,0.49044,1.00516,0.00036452,0.00036452,0.00036452
415,827.846,0.38675,0.40903,0.32363,0.79694,0.9562,0.97826,0.98206,0.73514,0.93495,0.95652,0.95413,0.72216,0.93715,1.12353,0.49378,1.01365,0.00036056,0.00036056,0.00036056
416,829.806,0.37284,0.43291,0.32118,0.79781,0.95614,0.97826,0.98319,0.7281,0.93486,0.95652,0.95483,0.71807,0.95498,1.1549,0.49439,1.02618,0.0003566,0.0003566,0.0003566
417,831.724,0.36802,0.40991,0.31778,0.79575,0.95614,0.97826,0.98319,0.7281,0.93486,0.95652,0.95483,0.71807,0.95498,1.1549,0.49439,1.02618,0.00035264,0.00035264,0.00035264
418,833.731,0.40273,0.45839,0.32829,0.80097,0.95628,0.97826,0.98216,0.73473,0.93503,0.95652,0.95319,0.72896,0.95417,1.17503,0.50837,1.02723,0.00034868,0.00034868,0.00034868
419,835.664,0.35877,0.38538,0.31313,0.79702,0.95623,0.97826,0.982,0.72451,0.93498,0.95652,0.9561,0.72287,0.96814,1.19507,0.50862,1.03625,0.00034472,0.00034472,0.00034472
420,837.78,0.37328,0.43763,0.31379,0.79897,0.95621,0.97826,0.98011,0.72669,0.93496,0.95652,0.95752,0.72041,0.97814,1.211,0.51267,1.04348,0.00034076,0.00034076,0.00034076
421,839.709,0.37353,0.42351,0.31811,0.7853,0.95621,0.97826,0.98011,0.72669,0.93496,0.95652,0.95752,0.72041,0.97814,1.211,0.51267,1.04348,0.0003368,0.0003368,0.0003368
422,841.687,0.35698,0.36575,0.30892,0.78834,0.95617,0.97826,0.9791,0.71778,0.93489,0.95652,0.95595,0.72195,0.97613,1.21452,0.50254,1.04438,0.00033284,0.00033284,0.00033284
423,843.623,0.36652,0.40495,0.32041,0.78286,0.95613,0.97826,0.97967,0.71175,0.93488,0.95652,0.95348,0.7205,0.97695,1.20952,0.50097,1.04459,0.00032888,0.00032888,0.00032888
424,845.584,0.37733,0.3993,0.32261,0.78664,0.95625,0.97826,0.97896,0.707,0.935,0.95652,0.95291,0.7147,0.97307,1.20022,0.50941,1.03904,0.00032492,0.00032492,0.00032492
425,847.7,0.37524,0.42389,0.31935,0.80679,0.95625,0.97826,0.97896,0.707,0.935,0.95652,0.95291,0.7147,0.97307,1.20022,0.50941,1.03904,0.00032096,0.00032096,0.00032096
426,849.677,0.36418,0.43073,0.31055,0.79722,0.95624,0.97826,0.97809,0.70579,0.93499,0.95652,0.9516,0.70881,0.96464,1.18366,0.51631,1.03708,0.000317,0.000317,0.000317
427,851.623,0.35065,0.40425,0.30644,0.7873,0.95624,0.97826,0.97736,0.70529,0.93499,0.95652,0.95069,0.71567,0.94097,1.16632,0.52315,1.02515,0.00031304,0.00031304,0.00031304
428,853.566,0.36486,0.41581,0.32045,0.79209,0.95623,0.97826,0.97762,0.71614,0.93498,0.95652,0.95084,0.71859,0.93905,1.16128,0.50679,1.01779,0.00030908,0.00030908,0.00030908
429,855.531,0.39726,0.46156,0.32244,0.78908,0.95623,0.97826,0.97762,0.71614,0.93498,0.95652,0.95084,0.71859,0.93905,1.16128,0.50679,1.01779,0.00030512,0.00030512,0.00030512
430,857.528,0.35094,0.39064,0.30954,0.79462,0.95623,0.97826,0.97785,0.72763,0.93498,0.95652,0.95121,0.71981,0.93241,1.16017,0.49386,1.00922,0.00030116,0.00030116,0.00030116
431,859.614,0.39247,0.48162,0.3262,0.80487,0.95621,0.97826,0.97846,0.72294,0.93496,0.95652,0.95055,0.72835,0.92546,1.15697,0.48829,0.99995,0.0002972,0.0002972,0.0002972
432,861.579,0.34854,0.40509,0.30734,0.77704,0.95622,0.97826,0.97928,0.72312,0.93497,0.95652,0.95129,0.72723,0.9211,1.15632,0.48496,0.99582,0.00029324,0.00029324,0.00029324
433,863.523,0.33576,0.3446,0.29938,0.79347,0.95622,0.97826,0.97928,0.72312,0.93497,0.95652,0.95129,0.72723,0.9211,1.15632,0.48496,0.99582,0.00028928,0.00028928,0.00028928
434,865.457,0.34795,0.43034,0.30734,0.78881,0.95622,0.97826,0.97957,0.72399,0.93495,0.95652,0.95037,0.69415,0.9307,1.16235,0.4949,1.00213,0.00028532,0.00028532,0.00028532
435,867.428,0.33991,0.40562,0.30777,0.77603,0.95623,0.97826,0.97921,0.72217,0.93498,0.95652,0.95108,0.69506,0.93425,1.17062,0.48537,1.00489,0.00028136,0.00028136,0.00028136
436,869.522,0.34301,0.40479,0.30479,0.79617,0.95618,0.97826,0.97878,0.73651,0.93493,0.95652,0.95089,0.70085,0.93556,1.1808,0.49584,1.00976,0.0002774,0.0002774,0.0002774
437,871.436,0.3485,0.39689,0.30174,0.79691,0.95618,0.97826,0.97878,0.73651,0.93493,0.95652,0.95089,0.70085,0.93556,1.1808,0.49584,1.00976,0.00027344,0.00027344,0.00027344
438,873.408,0.35064,0.39254,0.31244,0.79171,0.95603,0.97826,0.97895,0.71943,0.93479,0.95652,0.95159,0.70124,0.9478,1.20128,0.51705,1.02018,0.00026948,0.00026948,0.00026948
439,875.351,0.3384,0.40718,0.29684,0.79855,0.95582,0.97826,0.97886,0.71245,0.93458,0.95652,0.95144,0.70281,0.9528,1.20237,0.52731,1.02836,0.00026552,0.00026552,0.00026552
440,877.312,0.35039,0.37138,0.30912,0.78262,0.95556,0.97826,0.97821,0.71715,0.93432,0.95652,0.95381,0.70678,0.96742,1.1936,0.52815,1.03508,0.00026156,0.00026156,0.00026156
441,879.206,0.37762,0.45858,0.31722,0.79859,0.95556,0.97826,0.97821,0.71715,0.93432,0.95652,0.95381,0.70678,0.96742,1.1936,0.52815,1.03508,0.0002576,0.0002576,0.0002576
442,881.164,0.35998,0.41887,0.3134,0.78201,0.95523,0.97826,0.97705,0.71204,0.934,0.95652,0.95313,0.71141,0.97797,1.17587,0.52556,1.04046,0.00025364,0.00025364,0.00025364
443,883.286,0.33745,0.39761,0.29993,0.78948,0.95507,0.97826,0.97661,0.70322,0.93385,0.95652,0.95346,0.69377,0.97844,1.17188,0.52659,1.04031,0.00024968,0.00024968,0.00024968
444,885.243,0.35564,0.4021,0.30833,0.79326,0.95514,0.97826,0.97686,0.71193,0.93385,0.95652,0.9549,0.70664,0.98726,1.16529,0.50598,1.05287,0.00024572,0.00024572,0.00024572
445,887.168,0.34689,0.37214,0.31593,0.79355,0.95514,0.97826,0.97686,0.71193,0.93385,0.95652,0.9549,0.70664,0.98726,1.16529,0.50598,1.05287,0.00024176,0.00024176,0.00024176
446,889.103,0.34972,0.40914,0.30743,0.78139,0.95527,0.97826,0.97663,0.71001,0.93404,0.95652,0.95635,0.69148,0.98762,1.16407,0.5131,1.05109,0.0002378,0.0002378,0.0002378
447,891.032,0.35474,0.39572,0.30959,0.79331,0.95558,0.97826,0.97653,0.71029,0.93434,0.95652,0.95649,0.70046,0.99575,1.16794,0.49804,1.05188,0.00023384,0.00023384,0.00023384
448,892.998,0.36144,0.40184,0.31672,0.7945,0.95581,0.97826,0.97703,0.71254,0.93457,0.95652,0.957,0.69635,0.98642,1.1856,0.51221,1.04251,0.00022988,0.00022988,0.00022988
449,895.074,0.35061,0.42681,0.31189,0.79477,0.95581,0.97826,0.97703,0.71254,0.93457,0.95652,0.957,0.69635,0.98642,1.1856,0.51221,1.04251,0.00022592,0.00022592,0.00022592
450,897.057,0.34974,0.37395,0.31116,0.78483,0.95598,0.97826,0.97736,0.71236,0.9347,0.95652,0.95701,0.69954,0.97746,1.20444,0.5048,1.03818,0.00022196,0.00022196,0.00022196
451,899.078,0.37641,0.44137,0.32552,0.78328,0.9561,0.97826,0.97671,0.71557,0.93485,0.95652,0.9549,0.69568,0.9735,1.21953,0.50499,1.03713,0.000218,0.000218,0.000218
452,901.02,0.35903,0.40351,0.31328,0.79367,0.95618,0.97826,0.97572,0.72366,0.93493,0.95652,0.95469,0.69666,0.97146,1.21512,0.51367,1.03808,0.00021404,0.00021404,0.00021404
453,902.955,0.33293,0.38612,0.29521,0.79462,0.95618,0.97826,0.97572,0.72366,0.93493,0.95652,0.95469,0.69666,0.97146,1.21512,0.51367,1.03808,0.00021008,0.00021008,0.00021008
454,905.059,0.35223,0.39376,0.31053,0.79758,0.95623,0.97826,0.97566,0.72611,0.93498,0.95652,0.95472,0.70086,0.98158,1.19548,0.52109,1.03962,0.00020612,0.00020612,0.00020612
455,907.014,0.36321,0.40317,0.31203,0.80036,0.95625,0.97826,0.97607,0.72529,0.935,0.95652,0.95539,0.72075,0.98619,1.17417,0.52958,1.04219,0.00020216,0.00020216,0.00020216
456,908.944,0.32611,0.42367,0.29452,0.77849,0.95626,0.97826,0.97701,0.72491,0.93499,0.95652,0.95637,0.71295,0.9887,1.16586,0.5337,1.04342,0.0001982,0.0001982,0.0001982
457,910.859,0.34319,0.37847,0.30028,0.80639,0.95626,0.97826,0.97701,0.72491,0.93499,0.95652,0.95637,0.71295,0.9887,1.16586,0.5337,1.04342,0.00019424,0.00019424,0.00019424
458,912.83,0.33259,0.4105,0.29875,0.7871,0.95625,0.97826,0.97866,0.72161,0.935,0.95652,0.95726,0.72576,0.98346,1.17093,0.52966,1.04297,0.00019028,0.00019028,0.00019028
459,914.784,0.34616,0.37699,0.30148,0.78901,0.95627,0.97826,0.97764,0.71012,0.93502,0.95652,0.95318,0.72577,0.97847,1.17916,0.5261,1.04171,0.00018632,0.00018632,0.00018632
460,916.791,0.36208,0.39855,0.31212,0.78509,0.95626,0.97826,0.97928,0.71512,0.93501,0.95652,0.95452,0.73181,0.98279,1.18827,0.52965,1.04501,0.00018236,0.00018236,0.00018236
461,918.839,0.3578,0.40879,0.31117,0.79709,0.95626,0.97826,0.97928,0.71512,0.93501,0.95652,0.95452,0.73181,0.98279,1.18827,0.52965,1.04501,0.0001784,0.0001784,0.0001784
462,920.784,0.35384,0.36958,0.31093,0.7886,0.95628,0.97826,0.97914,0.71543,0.935,0.95652,0.95432,0.72312,0.99054,1.18839,0.53463,1.04958,0.00017444,0.00017444,0.00017444
463,922.788,0.31831,0.38192,0.29538,0.78471,0.95627,0.97826,0.97961,0.71962,0.93502,0.95652,0.95486,0.71475,0.98617,1.17592,0.52721,1.04889,0.00017048,0.00017048,0.00017048
464,924.749,0.32096,0.38459,0.29721,0.77382,0.95627,0.97826,0.97963,0.72244,0.93502,0.95652,0.95522,0.71821,0.98411,1.16496,0.53155,1.0458,0.00016652,0.00016652,0.00016652
465,926.688,0.32692,0.38345,0.29672,0.78574,0.95627,0.97826,0.97963,0.72244,0.93502,0.95652,0.95522,0.71821,0.98411,1.16496,0.53155,1.0458,0.00016256,0.00016256,0.00016256
466,928.67,0.32606,0.40546,0.29621,0.79892,0.95628,0.97826,0.98067,0.7233,0.93503,0.95652,0.95771,0.72815,0.97564,1.15847,0.5336,1.03942,0.0001586,0.0001586,0.0001586
467,930.778,0.33793,0.40505,0.30598,0.7881,0.95628,0.97826,0.98037,0.72036,0.95628,0.97826,0.98037,0.72991,0.97631,1.16643,0.53264,1.03598,0.00015464,0.00015464,0.00015464
468,932.801,0.33679,0.38685,0.29805,0.80062,0.95628,0.97826,0.97961,0.7127,0.95628,0.97826,0.97961,0.72617,0.97865,1.18035,0.53019,1.0346,0.00015068,0.00015068,0.00015068
469,934.751,0.34702,0.41901,0.30619,0.79906,0.95628,0.97826,0.97961,0.7127,0.95628,0.97826,0.97961,0.72617,0.97865,1.18035,0.53019,1.0346,0.00014672,0.00014672,0.00014672
470,936.691,0.33786,0.38565,0.29428,0.79023,0.9563,0.97826,0.9793,0.7108,0.9563,0.97826,0.9793,0.7204,0.97904,1.1961,0.52952,1.03684,0.00014276,0.00014276,0.00014276
471,938.652,0.34171,0.38451,0.30343,0.77972,0.95628,0.97826,0.97916,0.71233,0.95628,0.97826,0.97916,0.6908,0.97871,1.21538,0.52851,1.04146,0.0001388,0.0001388,0.0001388
472,940.581,0.33639,0.39014,0.29763,0.77181,0.95629,0.97826,0.9796,0.71271,0.95629,0.97826,0.9796,0.70502,0.98628,1.2193,0.53213,1.04353,0.00013484,0.00013484,0.00013484
473,942.666,0.32074,0.36727,0.28706,0.78756,0.95629,0.97826,0.9796,0.71271,0.95629,0.97826,0.9796,0.70502,0.98628,1.2193,0.53213,1.04353,0.00013088,0.00013088,0.00013088
474,944.638,0.33253,0.41549,0.2977,0.77956,0.95534,0.97826,0.9799,0.71532,0.95534,0.97826,0.9799,0.68857,0.98477,1.22393,0.53042,1.044,0.00012692,0.00012692,0.00012692
475,946.63,0.32206,0.37627,0.29151,0.7878,0.95469,0.97826,0.97916,0.70908,0.95469,0.97826,0.97916,0.68742,0.9787,1.22397,0.53185,1.03923,0.00012296,0.00012296,0.00012296
476,948.612,0.33304,0.38545,0.30325,0.78363,0.95437,0.97826,0.9802,0.71829,0.93298,0.95652,0.9572,0.69345,0.98324,1.22675,0.53147,1.03976,0.000119,0.000119,0.000119
477,950.505,0.30815,0.35887,0.28404,0.77415,0.95437,0.97826,0.9802,0.71829,0.93298,0.95652,0.9572,0.69345,0.98324,1.22675,0.53147,1.03976,0.00011504,0.00011504,0.00011504
478,952.494,0.31434,0.35047,0.29697,0.78315,0.95396,0.97826,0.97975,0.71497,0.9326,0.95652,0.95725,0.69059,0.9812,1.2306,0.52383,1.03481,0.00011108,0.00011108,0.00011108
479,954.606,0.33049,0.41033,0.29288,0.79575,0.95399,0.97826,0.98021,0.72101,0.93263,0.95652,0.95778,0.69851,0.97533,1.23126,0.52186,1.03389,0.00010712,0.00010712,0.00010712
480,956.639,0.30637,0.35917,0.29029,0.79751,0.9539,0.97826,0.98084,0.71836,0.93253,0.95652,0.96039,0.6984,0.96644,1.22596,0.52065,1.02943,0.00010316,0.00010316,0.00010316
481,958.579,0.33954,0.39695,0.30093,0.78324,0.9539,0.97826,0.98084,0.71836,0.93253,0.95652,0.96039,0.6984,0.96644,1.22596,0.52065,1.02943,9.92e-05,9.92e-05,9.92e-05
482,960.609,0.33867,0.40327,0.29124,0.79746,0.95383,0.97826,0.98052,0.73021,0.93245,0.95652,0.96142,0.69755,0.96538,1.22553,0.51967,1.02822,9.524e-05,9.524e-05,9.524e-05
483,962.571,0.32972,0.40661,0.29632,0.80208,0.95627,0.97826,0.98052,0.72936,0.93502,0.95652,0.96142,0.69931,0.96121,1.22462,0.51338,1.02708,9.128e-05,9.128e-05,9.128e-05
484,964.599,0.33965,0.37012,0.29483,0.79252,0.95626,0.97826,0.98052,0.72765,0.93501,0.95652,0.96142,0.70091,0.96204,1.22541,0.51002,1.02577,8.732e-05,8.732e-05,8.732e-05
485,966.666,0.31954,0.40247,0.28684,0.78464,0.95626,0.97826,0.98052,0.72765,0.93501,0.95652,0.96142,0.70091,0.96204,1.22541,0.51002,1.02577,8.336e-05,8.336e-05,8.336e-05
486,968.676,0.33009,0.36117,0.29346,0.7888,0.95627,0.97826,0.9813,0.73335,0.93502,0.95652,0.96317,0.71428,0.95808,1.22371,0.51486,1.02353,7.94e-05,7.94e-05,7.94e-05
