epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,351.299,0.86415,0.17419,0.2157,0.52925,1.02729,0.9483,0.94737,0.96918,0.67445,0.98003,0.97368,0.99354,0.98628,1.18318,0.14572,0.0873,0.5336,1.27679,0.0014753,0.0014753,0.0014753
108,354.326,0.86304,0.18261,0.23258,0.5222,1.04876,0.94608,0.94737,0.9449,0.70304,0.97259,0.97368,0.99227,0.98849,1.07375,0.14168,0.08346,0.49867,1.20383,0.00147035,0.00147035,0.00147035
109,357.266,0.83668,0.16912,0.18201,0.50762,0.98902,0.96892,0.97368,0.97815,0.7086,0.96892,0.97368,0.99227,0.99227,1.12417,0.13584,0.07826,0.51018,1.23761,0.0014654,0.0014654,0.0014654
110,360.078,0.87523,0.18093,0.22262,0.51711,1.03405,0.96892,0.97368,0.97815,0.7086,0.96892,0.97368,0.99227,0.99227,1.12417,0.13584,0.07826,0.51018,1.23761,0.00146045,0.00146045,0.00146045
111,362.987,0.83916,0.1635,0.20946,0.51373,1.01245,0.96477,0.97368,0.97674,0.68782,0.96477,0.97368,0.99096,0.99096,1.15663,0.13134,0.07855,0.52385,1.24835,0.0014555,0.0014555,0.0014555
112,365.757,0.88193,0.19946,0.21693,0.51837,1.04827,0.97025,0.97368,0.99152,0.64355,0.97025,0.97368,0.99152,0.98775,1.23148,0.12724,0.08013,0.545,1.25637,0.00145055,0.00145055,0.00145055
113,368.757,0.81987,0.16423,0.17867,0.49294,0.99133,0.99159,0.97368,0.98427,0.65158,0.99159,0.97368,0.99227,0.98458,1.19228,0.13603,0.07851,0.52793,1.2507,0.0014456,0.0014456,0.0014456
114,371.632,0.88932,0.19987,0.20114,0.52166,1.0005,0.96937,0.97368,0.97815,0.6917,0.96937,0.97368,0.99188,0.98369,1.10874,0.13202,0.07444,0.48931,1.21738,0.00144065,0.00144065,0.00144065
115,374.645,0.8556,0.17814,0.23262,0.51539,1.0239,0.97154,0.97368,0.9772,0.67895,0.97154,0.97368,0.99143,0.98311,1.16989,0.13823,0.07268,0.49219,1.25887,0.0014357,0.0014357,0.0014357
116,377.847,0.81146,0.16793,0.18244,0.50591,0.97297,0.97178,0.97368,0.99058,0.6675,0.97178,0.97368,0.99058,0.97163,1.19215,0.15369,0.07381,0.5088,1.27638,0.00143075,0.00143075,0.00143075
117,380.819,0.83909,0.20963,0.20809,0.4988,0.98542,0.96988,0.97368,0.99275,0.69293,0.96988,0.97368,0.99275,0.97792,1.14322,0.15316,0.07037,0.52245,1.24297,0.0014258,0.0014258,0.0014258
118,383.561,0.80585,0.17666,0.18373,0.49669,0.99026,0.96988,0.97368,0.99275,0.69293,0.96988,0.97368,0.99275,0.97792,1.14322,0.15316,0.07037,0.52245,1.24297,0.00142085,0.00142085,0.00142085
119,386.696,0.82018,0.19054,0.19935,0.49773,0.98489,0.97175,0.97368,0.9931,0.71311,0.97175,0.97368,0.9931,0.9818,1.09225,0.14667,0.0695,0.52046,1.21883,0.0014159,0.0014159,0.0014159
120,389.665,0.83506,0.17852,0.19622,0.51307,1.00388,0.96987,0.97368,0.98295,0.71044,0.96987,0.97368,0.99275,0.97894,1.07472,0.14074,0.07385,0.50448,1.21103,0.00141095,0.00141095,0.00141095
121,392.688,0.79715,0.16588,0.19864,0.49025,0.97311,0.94749,1,0.99321,0.68331,0.94749,1,0.99321,0.98672,1.08859,0.13762,0.07772,0.5152,1.20967,0.001406,0.001406,0.001406
122,395.912,0.80897,0.20462,0.2088,0.50359,0.98164,0.97335,1,0.99449,0.69409,0.97335,1,0.99449,0.99,1.07824,0.13398,0.0769,0.52594,1.19327,0.00140105,0.00140105,0.00140105
123,398.764,0.82536,0.17102,0.18892,0.51882,0.99426,0.97425,0.99576,0.99449,0.71732,0.97425,0.99576,0.99449,0.9928,1.04842,0.12955,0.07539,0.50157,1.17504,0.0013961,0.0013961,0.0013961
124,401.821,0.82608,0.18543,0.23218,0.50406,0.99861,0.973,0.94828,0.99275,0.70154,0.973,0.94828,0.99275,0.99103,1.05125,0.13808,0.07398,0.49188,1.17689,0.00139115,0.00139115,0.00139115
125,404.847,0.77215,0.18063,0.18677,0.47351,0.96832,0.92658,1,0.992,0.68197,0.92658,1,0.992,0.98926,1.16655,0.1544,0.07559,0.55156,1.22793,0.0013862,0.0013862,0.0013862
126,407.746,0.80589,0.19844,0.16527,0.49259,0.95868,0.92658,1,0.992,0.68197,0.92658,1,0.992,0.98926,1.16655,0.1544,0.07559,0.55156,1.22793,0.00138125,0.00138125,0.00138125
127,410.641,0.78634,0.17096,0.20122,0.50102,0.96794,0.93831,0.97368,0.97042,0.66288,0.92299,1,0.98713,0.98495,1.199,0.14901,0.07655,0.55493,1.25392,0.0013763,0.0013763,0.0013763
128,413.651,0.77505,0.15962,0.22172,0.47504,0.97718,0.97361,0.97105,0.97096,0.67187,0.97361,0.97105,0.98801,0.98268,1.11562,0.13567,0.07694,0.51083,1.21066,0.00137135,0.00137135,0.00137135
129,416.833,0.78283,0.18258,0.19478,0.47117,0.96312,0.97321,0.95629,0.99275,0.67867,0.97321,0.95629,0.99275,0.9789,1.13132,0.14712,0.07906,0.50007,1.20444,0.0013664,0.0013664,0.0013664
130,419.895,0.79392,0.19566,0.18494,0.47612,0.97384,1,0.97082,0.9931,0.67628,1,0.97082,0.9931,0.97731,1.13092,0.15015,0.08172,0.48503,1.22028,0.00136145,0.00136145,0.00136145
131,422.857,0.76005,0.18226,0.1958,0.47797,0.97553,0.97938,0.97368,0.97665,0.66197,0.97938,0.97368,0.99354,0.99077,1.16589,0.13967,0.07904,0.51389,1.24628,0.0013565,0.0013565,0.0013565
132,426.136,0.80603,0.23561,0.22385,0.49442,0.99374,0.9769,0.97368,0.9765,0.66325,0.9769,0.97368,0.9931,0.9868,1.13309,0.1389,0.07431,0.50677,1.23106,0.00135155,0.00135155,0.00135155
133,429.153,0.81953,0.19964,0.19523,0.51256,0.99335,0.97226,0.97368,0.97781,0.67011,0.97226,0.97368,0.9931,0.98693,1.03405,0.14141,0.07457,0.49466,1.19199,0.0013466,0.0013466,0.0013466
134,432.09,0.73154,0.19927,0.19361,0.46347,0.95167,0.97226,0.97368,0.97781,0.67011,0.97226,0.97368,0.9931,0.98693,1.03405,0.14141,0.07457,0.49466,1.19199,0.00134165,0.00134165,0.00134165
135,435.374,0.74802,0.1806,0.19381,0.46451,0.95935,0.96883,0.97368,0.99057,0.67588,0.96883,0.97368,0.99057,0.98417,1.04147,0.13409,0.07374,0.49632,1.2062,0.0013367,0.0013367,0.0013367
136,438.415,0.74741,0.18451,0.20646,0.47749,0.96599,0.9707,0.97368,0.97278,0.6564,0.9707,0.97368,0.98885,0.97677,1.14024,0.13328,0.06906,0.51973,1.2875,0.00133175,0.00133175,0.00133175
137,441.393,0.76294,0.17756,0.19322,0.46921,0.99659,0.97082,0.97368,0.97523,0.66402,0.97082,0.97368,0.99111,0.97855,1.09637,0.12416,0.06624,0.49823,1.27208,0.0013268,0.0013268,0.0013268
138,444.302,0.77348,0.16799,0.18837,0.49675,0.99012,0.97141,0.97368,0.97736,0.68919,0.97141,0.97368,0.994,0.98208,1.04511,0.12107,0.06668,0.48299,1.23873,0.00132185,0.00132185,0.00132185
139,447.194,0.72166,0.16133,0.194,0.45192,0.95313,0.98577,0.97368,0.97629,0.6832,0.98577,0.97368,0.99267,0.98077,1.09343,0.13971,0.07077,0.4821,1.25089,0.0013169,0.0013169,0.0013169
140,450.064,0.75178,0.17331,0.1953,0.47415,0.96712,0.99002,0.97368,0.97636,0.6846,0.99002,0.97368,0.994,0.98366,1.11866,0.15051,0.0699,0.51927,1.275,0.00131195,0.00131195,0.00131195
141,453.117,0.71693,0.15949,0.17657,0.4518,0.95818,0.97904,0.97368,0.9766,0.67483,0.97904,0.97368,0.99354,0.97324,1.14498,0.15669,0.07537,0.52998,1.27505,0.001307,0.001307,0.001307
142,455.903,0.75879,0.17126,0.20651,0.48195,0.98457,0.97904,0.97368,0.9766,0.67483,0.97904,0.97368,0.99354,0.97324,1.14498,0.15669,0.07537,0.52998,1.27505,0.00130205,0.00130205,0.00130205
143,458.777,0.77422,0.16287,0.21646,0.48083,0.98528,0.97252,0.97368,0.97709,0.64364,0.97252,0.97368,0.99354,0.97454,1.19765,0.15068,0.07605,0.52452,1.27628,0.0012971,0.0012971,0.0012971
144,462.024,0.70963,0.17698,0.18324,0.4514,0.97035,0.97749,0.97368,0.97789,0.64837,0.97749,0.97368,0.99354,0.97807,1.15253,0.13568,0.07481,0.51264,1.24249,0.00129215,0.00129215,0.00129215
145,465.105,0.70013,0.17333,0.17454,0.44434,0.94514,0.9807,0.97368,0.9788,0.67847,0.9807,0.97368,0.9931,0.98433,1.12197,0.13271,0.07067,0.494,1.21539,0.0012872,0.0012872,0.0012872
146,468.152,0.73692,0.16503,0.21082,0.44895,0.98338,0.98746,0.97368,0.97922,0.65709,0.98746,0.97368,0.99267,0.97223,1.21144,0.15134,0.07025,0.51552,1.23885,0.00128225,0.00128225,0.00128225
147,471.188,0.72175,0.15931,0.16945,0.45194,0.95046,0.9931,0.97368,0.99051,0.6569,0.9931,0.97368,0.99189,0.97881,1.26621,0.15574,0.07423,0.5677,1.26863,0.0012773,0.0012773,0.0012773
148,474.296,0.78268,0.20409,0.16698,0.45254,0.95343,0.96617,0.97368,0.97812,0.67496,0.96617,0.97368,0.99038,0.98219,1.16113,0.14831,0.0733,0.53185,1.21892,0.00127235,0.00127235,0.00127235
149,477.567,0.73903,0.16915,0.16245,0.45373,0.94398,0.9736,0.97067,0.97738,0.68995,0.9736,0.97067,0.98941,0.98238,1.03711,0.14959,0.07125,0.49176,1.18664,0.0012674,0.0012674,0.0012674
150,480.675,0.79492,0.18199,0.20848,0.4669,0.98833,0.9736,0.97067,0.97738,0.68995,0.9736,0.97067,0.98941,0.98238,1.03711,0.14959,0.07125,0.49176,1.18664,0.00126245,0.00126245,0.00126245
151,483.833,0.74465,0.15653,0.20396,0.45481,0.98314,0.97741,0.94737,0.99002,0.67547,0.97741,0.94737,0.99002,0.98142,1.04801,0.15957,0.07019,0.5022,1.18616,0.0012575,0.0012575,0.0012575
152,487.035,0.76337,0.16318,0.17187,0.47485,0.97196,0.92446,1,0.9908,0.64525,0.94586,1,0.99196,0.98177,1.17681,0.1731,0.07752,0.53329,1.22599,0.00125255,0.00125255,0.00125255
153,490.372,0.72474,0.163,0.20329,0.46132,0.97031,0.9495,0.9898,0.99111,0.64461,0.9495,0.9898,0.99111,0.97162,1.13132,0.16971,0.082,0.52458,1.21426,0.0012476,0.0012476,0.0012476
154,493.629,0.72282,0.17225,0.20684,0.43992,0.96006,0.96687,0.97368,0.99178,0.68384,0.96687,0.97368,0.99178,0.98161,1.05347,0.15384,0.08195,0.49875,1.1897,0.00124265,0.00124265,0.00124265
155,496.855,0.7552,0.16102,0.22963,0.47604,0.98481,0.96795,0.97368,0.97874,0.68435,0.96795,0.97368,0.99099,0.9791,1.07284,0.14901,0.08363,0.51742,1.21967,0.0012377,0.0012377,0.0012377
156,500.231,0.72414,0.15741,0.20704,0.46049,0.95076,0.94118,0.94737,0.95783,0.65968,0.9675,0.97368,0.98854,0.98084,1.18591,0.14316,0.08797,0.52698,1.27868,0.00123275,0.00123275,0.00123275
157,503.613,0.70287,0.15777,0.19524,0.4472,0.94312,0.96788,0.97368,0.98232,0.68829,0.96788,0.97368,0.99222,0.98758,1.07313,0.12373,0.07871,0.49256,1.23485,0.0012278,0.0012278,0.0012278
158,506.42,0.70124,0.15807,0.16955,0.44106,0.92505,0.96788,0.97368,0.98232,0.68829,0.96788,0.97368,0.99222,0.98758,1.07313,0.12373,0.07871,0.49256,1.23485,0.00122285,0.00122285,0.00122285
159,509.284,0.73785,0.16944,0.17378,0.43628,0.9583,0.9697,0.97368,0.97911,0.71658,0.9697,0.97368,0.99222,0.98645,1.04557,0.11319,0.06964,0.46951,1.21007,0.0012179,0.0012179,0.0012179
160,512.204,0.76152,0.16966,0.18485,0.46789,0.95384,0.97054,0.97368,0.97626,0.69267,0.97054,0.97368,0.99231,0.98724,1.10049,0.11757,0.06267,0.48265,1.23739,0.00121295,0.00121295,0.00121295
161,515.26,0.70364,0.14785,0.16332,0.43815,0.925,0.97215,0.97368,0.97693,0.67178,0.97215,0.97368,0.99354,0.98866,1.14579,0.12957,0.06168,0.4954,1.25903,0.001208,0.001208,0.001208
162,518.108,0.75555,0.18859,0.20242,0.47509,0.96787,0.97103,0.97368,0.97585,0.6443,0.97103,0.97368,0.99231,0.98247,1.20764,0.13853,0.06326,0.5235,1.28856,0.00120305,0.00120305,0.00120305
163,521.058,0.69436,0.16334,0.20518,0.44058,0.94602,0.97291,0.97368,0.97645,0.63489,0.97291,0.97368,0.99267,0.98337,1.22555,0.13544,0.06541,0.51619,1.29569,0.0011981,0.0011981,0.0011981
164,524.807,0.71448,0.20376,0.19969,0.44754,0.93861,0.97325,0.97368,0.97981,0.64455,0.97325,0.97368,0.99117,0.98054,1.24662,0.13172,0.07087,0.53687,1.30344,0.00119315,0.00119315,0.00119315
165,530.339,0.7054,0.20213,0.19461,0.46192,0.95853,0.97273,0.97368,0.97898,0.64939,0.97273,0.97368,0.9902,0.97771,1.19418,0.12955,0.07438,0.51551,1.28813,0.0011882,0.0011882,0.0011882
166,533.583,0.66904,0.15517,0.223,0.43743,0.94907,0.97273,0.97368,0.97898,0.64939,0.97273,0.97368,0.9902,0.97771,1.19418,0.12955,0.07438,0.51551,1.28813,0.00118325,0.00118325,0.00118325
167,536.565,0.66057,0.14651,0.18685,0.43122,0.93157,0.97251,0.97368,0.97663,0.68026,0.97251,0.97368,0.98726,0.97325,1.09112,0.13567,0.07692,0.51479,1.23724,0.0011783,0.0011783,0.0011783
168,539.617,0.65558,0.15097,0.18816,0.43391,0.9586,0.97136,0.97368,0.97552,0.70367,0.97136,0.97368,0.98679,0.97418,1.00826,0.13803,0.07267,0.49519,1.21772,0.00117335,0.00117335,0.00117335
169,542.533,0.74369,0.15632,0.17425,0.46146,0.96822,0.97138,0.97368,0.97588,0.68741,0.97138,0.97368,0.98859,0.9762,1.07812,0.14373,0.07261,0.51764,1.25514,0.0011684,0.0011684,0.0011684
170,545.562,0.68224,0.15734,0.20189,0.42729,0.93187,0.9718,0.97368,0.97535,0.67945,0.9718,0.97368,0.98636,0.97595,1.1641,0.14365,0.07661,0.54527,1.29993,0.00116345,0.00116345,0.00116345
171,548.779,0.66622,0.13387,0.18511,0.43372,0.9471,0.97177,0.97368,0.96626,0.67616,0.97177,0.97368,0.98125,0.97129,1.16049,0.14038,0.07948,0.53647,1.30447,0.0011585,0.0011585,0.0011585
172,551.814,0.70688,0.17732,0.19296,0.45062,0.97123,0.97214,0.97368,0.9733,0.67474,0.97214,0.97368,0.98512,0.97692,1.09604,0.13853,0.08303,0.50328,1.24899,0.00115355,0.00115355,0.00115355
173,555.253,0.67354,0.13556,0.18332,0.42588,0.9317,0.97178,0.97368,0.97827,0.70324,0.97429,0.99747,0.98628,0.97945,1.03267,0.12988,0.08183,0.49141,1.21545,0.0011486,0.0011486,0.0011486
174,558.405,0.72238,0.15543,0.21031,0.45376,0.97014,0.97178,0.97368,0.97827,0.70324,0.97429,0.99747,0.98628,0.97945,1.03267,0.12988,0.08183,0.49141,1.21545,0.00114365,0.00114365,0.00114365
175,561.46,0.67923,0.12429,0.18551,0.4406,0.94473,0.97141,0.97368,0.97801,0.69051,0.9743,0.99754,0.98167,0.97486,1.08423,0.12917,0.08039,0.48996,1.24461,0.0011387,0.0011387,0.0011387
176,564.716,0.70902,0.15525,0.19146,0.4391,0.94937,0.97127,0.97368,0.97573,0.6891,0.97432,0.99865,0.97756,0.97598,1.11088,0.12621,0.07553,0.51766,1.26674,0.00113375,0.00113375,0.00113375
177,567.82,0.71637,0.15607,0.18595,0.42994,0.93955,0.97167,0.97368,0.96095,0.67197,0.97432,0.9986,0.97628,0.97083,1.13451,0.12204,0.07135,0.50888,1.2767,0.0011288,0.0011288,0.0011288
178,571.008,0.73816,0.14472,0.20606,0.44665,0.95908,0.97181,0.97368,0.97441,0.70591,0.97432,0.99858,0.97628,0.97055,1.0945,0.11589,0.06875,0.5021,1.2376,0.00112385,0.00112385,0.00112385
179,574.055,0.64267,0.143,0.16371,0.41329,0.93126,0.97184,0.97368,0.96192,0.70008,0.97432,0.99848,0.97679,0.97128,1.09643,0.11028,0.06672,0.50636,1.23921,0.0011189,0.0011189,0.0011189
180,577.1,0.6955,0.17721,0.21357,0.4365,0.96285,0.97119,0.97368,0.96736,0.70703,0.97434,0.99916,0.97833,0.97542,1.11917,0.10941,0.06837,0.51574,1.24331,0.00111395,0.00111395,0.00111395
181,580.199,0.69725,0.14583,0.18159,0.44776,0.94178,0.9708,0.97368,0.97959,0.69871,0.97434,0.99921,0.9809,0.97523,1.04888,0.11635,0.06954,0.47621,1.20901,0.001109,0.001109,0.001109
182,583.123,0.67926,0.15146,0.17799,0.42911,0.93357,0.9708,0.97368,0.97959,0.69871,0.97434,0.99921,0.9809,0.97523,1.04888,0.11635,0.06954,0.47621,1.20901,0.00110405,0.00110405,0.00110405
183,586.249,0.68906,0.19396,0.2209,0.44461,0.96188,0.97055,0.97368,0.97788,0.67917,0.97433,0.99902,0.98218,0.97638,1.08595,0.12161,0.06959,0.50864,1.23263,0.0010991,0.0010991,0.0010991
184,589.339,0.6921,0.15978,0.18241,0.44714,0.95444,0.96972,0.97368,0.97915,0.6731,0.97434,0.99927,0.9809,0.97217,1.09563,0.12762,0.06844,0.51001,1.23604,0.00109415,0.00109415,0.00109415
185,592.416,0.69293,0.1416,0.18271,0.44754,0.94491,0.9691,0.97368,0.97783,0.6717,0.97431,0.99824,0.97962,0.9739,1.08526,0.12532,0.06812,0.51015,1.24038,0.0010892,0.0010892,0.0010892
186,595.944,0.66927,0.15872,0.16748,0.43818,0.93979,0.96824,0.97368,0.98067,0.67782,0.97434,0.99925,0.98577,0.97528,1.07466,0.13172,0.07026,0.50426,1.24061,0.00108425,0.00108425,0.00108425
187,599.091,0.68505,0.13532,0.1934,0.42911,0.95664,0.97047,0.97368,0.98863,0.6742,0.97427,0.99669,0.99167,0.98157,1.12614,0.1395,0.07355,0.50886,1.25019,0.0010793,0.0010793,0.0010793
188,602.711,0.65042,0.14847,0.18927,0.41995,0.91939,0.97102,0.97368,0.99178,0.68911,0.97102,0.97368,0.99268,0.98501,1.06924,0.1428,0.07503,0.47183,1.20917,0.00107435,0.00107435,0.00107435
189,606.158,0.67721,0.14188,0.18328,0.4399,0.95196,0.97088,0.97368,0.99231,0.70922,0.97431,0.99811,0.99372,0.98649,1.00996,0.13015,0.07034,0.44189,1.18829,0.0010694,0.0010694,0.0010694
190,609.556,0.61625,0.14474,0.16384,0.40369,0.926,0.97088,0.97368,0.99231,0.70922,0.97431,0.99811,0.99372,0.98649,1.00996,0.13015,0.07034,0.44189,1.18829,0.00106445,0.00106445,0.00106445
191,612.969,0.642,0.14174,0.17131,0.42516,0.94924,0.96977,0.97368,0.9875,0.69518,0.97432,0.99835,0.99321,0.9859,1.06261,0.12037,0.06767,0.45969,1.21181,0.0010595,0.0010595,0.0010595
192,616,0.66402,0.12457,0.18852,0.4062,0.9122,0.94992,1,0.99111,0.69617,0.94992,1,0.99111,0.98876,1.07093,0.11442,0.06822,0.48152,1.21409,0.00105455,0.00105455,0.00105455
193,618.894,0.63926,0.14754,0.20375,0.42134,0.94171,0.94992,0.99827,0.99268,0.69491,0.94992,0.99827,0.99268,0.98467,1.05173,0.11506,0.06664,0.47599,1.21639,0.0010496,0.0010496,0.0010496
194,622.078,0.61924,0.12954,0.17539,0.39293,0.92726,0.95,0.99997,0.98979,0.68876,0.95,0.99997,0.98979,0.97769,1.02683,0.11688,0.0644,0.47513,1.21067,0.00104465,0.00104465,0.00104465
195,625.106,0.67532,0.1569,0.16838,0.4303,0.94963,0.94852,0.96986,0.98328,0.67796,0.94702,1,0.98899,0.9769,1.09198,0.12457,0.06187,0.49469,1.25923,0.0010397,0.0010397,0.0010397
196,628.562,0.69352,0.14205,0.17742,0.43091,0.93402,0.94847,0.96883,0.98129,0.67044,0.94191,1,0.98899,0.97777,1.10137,0.12964,0.06281,0.51625,1.28816,0.00103475,0.00103475,0.00103475
197,631.881,0.65689,0.14852,0.17527,0.43059,0.89799,0.96913,0.94737,0.97886,0.66181,0.94902,1,0.98899,0.97883,1.10193,0.13013,0.06082,0.5158,1.27873,0.0010298,0.0010298,0.0010298
198,634.97,0.6587,0.13535,0.16252,0.41944,0.92826,0.96913,0.94737,0.97886,0.66181,0.94902,1,0.98899,0.97883,1.10193,0.13013,0.06082,0.5158,1.27873,0.00102485,0.00102485,0.00102485
199,638.323,0.66814,0.13109,0.17758,0.42273,0.95375,0.9703,0.94737,0.97834,0.65297,0.97361,0.97096,0.99099,0.97792,1.08448,0.12857,0.05997,0.51603,1.26719,0.0010199,0.0010199,0.0010199
200,641.264,0.64867,0.13214,0.15208,0.40829,0.92146,0.97082,0.94737,0.96776,0.66365,0.97082,0.94737,0.98873,0.9838,1.08454,0.13187,0.06516,0.51543,1.25268,0.00101495,0.00101495,0.00101495
201,644.248,0.65354,0.13917,0.18789,0.42788,0.93163,0.97101,0.94737,0.97152,0.66942,0.97101,0.94737,0.99019,0.98588,1.07832,0.13389,0.06614,0.52625,1.2571,0.00101,0.00101,0.00101
202,647.389,0.63908,0.17528,0.19757,0.4136,0.93794,0.96998,0.94737,0.97376,0.67895,0.97364,0.97207,0.99178,0.99026,1.06439,0.12383,0.06208,0.5172,1.25418,0.00100505,0.00100505,0.00100505
203,650.726,0.63338,0.14012,0.17403,0.408,0.94257,0.94861,0.97159,0.97571,0.68494,0.97431,0.99791,0.99321,0.98812,1.0689,0.11551,0.05995,0.49497,1.26269,0.0010001,0.0010001,0.0010001
204,654.446,0.65117,0.1354,0.19112,0.41288,0.94374,0.97359,0.97025,0.97322,0.68312,0.97081,1,0.98962,0.9873,1.04528,0.11458,0.06118,0.48543,1.22908,0.00099515,0.00099515,0.00099515
205,657.743,0.64541,0.13045,0.18118,0.43598,0.95083,0.9734,0.97368,0.96779,0.67892,0.97305,1,0.98423,0.9767,1.06184,0.12125,0.06668,0.47816,1.24162,0.0009902,0.0009902,0.0009902
206,660.538,0.67353,0.17627,0.19677,0.42442,0.94456,0.9734,0.97368,0.96779,0.67892,0.97305,1,0.98423,0.9767,1.06184,0.12125,0.06668,0.47816,1.24162,0.00098525,0.00098525,0.00098525
207,663.554,0.61594,0.12908,0.16229,0.40862,0.91915,0.97135,0.97368,0.96363,0.68713,0.97247,1,0.98038,0.97309,1.05943,0.12034,0.06787,0.49444,1.24945,0.0009803,0.0009803,0.0009803
208,666.524,0.64681,0.12222,0.18662,0.42817,0.94354,0.96997,0.97368,0.96443,0.69202,0.97406,1,0.9809,0.97306,1.03578,0.12239,0.06713,0.46994,1.24772,0.00097535,0.00097535,0.00097535
209,669.541,0.62915,0.15602,0.18097,0.41227,0.92817,0.97078,0.97368,0.97179,0.68294,0.97423,0.99481,0.98782,0.97789,1.06046,0.11795,0.06523,0.46695,1.25728,0.0009704,0.0009704,0.0009704
210,672.628,0.61496,0.13713,0.16641,0.40003,0.90822,0.97012,0.97368,0.97351,0.68474,0.97012,0.97368,0.98854,0.98128,1.07249,0.10807,0.05952,0.47864,1.26044,0.00096545,0.00096545,0.00096545
211,675.926,0.62226,0.13963,0.17149,0.40403,0.91447,0.96462,0.97368,0.97466,0.68598,0.94988,0.9976,0.99058,0.98858,1.05572,0.10695,0.05461,0.47724,1.26813,0.0009605,0.0009605,0.0009605
212,678.919,0.67312,0.13568,0.18919,0.41674,0.94003,0.95733,0.97368,0.97544,0.67874,0.95733,0.97368,0.99099,0.98608,1.05919,0.10889,0.0528,0.47989,1.25572,0.00095555,0.00095555,0.00095555
213,681.936,0.64881,0.15067,0.17043,0.42022,0.9274,0.96824,0.97368,0.97654,0.67529,0.96824,0.97368,0.99275,0.98759,1.09408,0.11394,0.05555,0.50617,1.27309,0.0009506,0.0009506,0.0009506
214,684.773,0.61358,0.13466,0.17813,0.40552,0.92243,0.96824,0.97368,0.97654,0.67529,0.96824,0.97368,0.99275,0.98759,1.09408,0.11394,0.05555,0.50617,1.27309,0.00094565,0.00094565,0.00094565
215,687.523,0.59084,0.12327,0.17266,0.3907,0.90232,0.97223,0.97368,0.97713,0.66034,0.97223,0.97368,0.9931,0.98733,1.1024,0.11927,0.05816,0.51287,1.28284,0.0009407,0.0009407,0.0009407
216,690.46,0.66439,0.1274,0.18252,0.41455,0.9271,0.97194,0.97368,0.97715,0.66105,0.97194,0.97368,0.9931,0.98593,1.0871,0.12266,0.05911,0.50726,1.28088,0.00093575,0.00093575,0.00093575
217,693.313,0.61131,0.1382,0.18317,0.40918,0.91754,0.97058,0.97368,0.97652,0.66131,0.97058,0.97368,0.99275,0.98523,1.117,0.12938,0.06138,0.51031,1.29406,0.0009308,0.0009308,0.0009308
218,696.206,0.61909,0.14624,0.19635,0.40484,0.91725,0.9707,0.97368,0.97536,0.65496,0.9707,0.97368,0.99143,0.97838,1.13172,0.12464,0.06118,0.50681,1.29884,0.00092585,0.00092585,0.00092585
219,699.206,0.60591,0.1364,0.18896,0.40136,0.91777,0.97055,0.97368,0.97321,0.67018,0.97055,0.97368,0.98933,0.97686,1.09224,0.12156,0.06005,0.49443,1.27715,0.0009209,0.0009209,0.0009209
220,702.008,0.59637,0.13209,0.16611,0.37816,0.88973,0.97113,0.97368,0.97223,0.66743,0.97113,0.97368,0.98757,0.97548,1.04574,0.12031,0.05927,0.48708,1.25638,0.00091595,0.00091595,0.00091595
221,704.835,0.57154,0.14155,0.19323,0.38148,0.91045,0.97146,0.97368,0.97138,0.65804,0.97146,0.97368,0.98583,0.9824,1.05071,0.11745,0.05816,0.47184,1.24575,0.000911,0.000911,0.000911
222,707.589,0.57492,0.12561,0.18217,0.38637,0.91792,0.97146,0.97368,0.97138,0.65804,0.97146,0.97368,0.98583,0.9824,1.05071,0.11745,0.05816,0.47184,1.24575,0.00090605,0.00090605,0.00090605
223,710.602,0.60478,0.14638,0.19299,0.41245,0.92515,0.97158,0.97368,0.98715,0.6646,0.97158,0.97368,0.98715,0.9843,1.06421,0.12189,0.06092,0.49033,1.25281,0.0009011,0.0009011,0.0009011
224,713.547,0.58094,0.1189,0.17055,0.38132,0.90141,0.97101,0.97368,0.9881,0.65902,0.97101,0.97368,0.9881,0.98228,1.07651,0.12133,0.06168,0.48966,1.27224,0.00089615,0.00089615,0.00089615
225,716.613,0.61363,0.13243,0.17875,0.40113,0.91746,0.96911,0.97368,0.98625,0.66684,0.96911,0.97368,0.98625,0.97765,1.06707,0.11565,0.05705,0.47435,1.27489,0.0008912,0.0008912,0.0008912
226,719.497,0.62241,0.11865,0.18392,0.42868,0.96291,0.96906,0.97368,0.97063,0.67383,0.96906,0.97368,0.98425,0.9761,1.07149,0.11605,0.05376,0.46358,1.27173,0.00088625,0.00088625,0.00088625
227,722.376,0.62943,0.14056,0.18787,0.40602,0.93906,0.971,0.97368,0.97218,0.67172,0.971,0.97368,0.98583,0.97163,1.12807,0.12356,0.0569,0.4972,1.30497,0.0008813,0.0008813,0.0008813
228,725.259,0.59949,0.134,0.15437,0.38739,0.91575,0.97176,0.97368,0.97334,0.66368,0.97176,0.97368,0.98801,0.97297,1.11636,0.1229,0.05993,0.48511,1.30001,0.00087635,0.00087635,0.00087635
